year,latitude,longitude,aerosol
1850,-87.5,219.4,0.0308
1850,-87.5,220.6,0.0312
1850,-87.5,221.9,0.0316
1850,-87.5,223.1,0.032
1850,-87.5,224.4,0.0324
1850,-87.5,225.6,0.0328
1850,-87.5,226.9,0.0332
1850,-87.5,228.1,0.0335
1850,-87.5,229.4,0.0337
1850,-87.5,230.6,0.034
1850,-87.5,231.9,0.0342
1850,-87.5,233.1,0.0344
1850,-87.5,234.4,0.0339
1850,-87.5,235.6,0.0331
1850,-87.5,236.9,0.0323
1850,-87.5,238.1,0.0313
1850,-87.5,239.4,0.0306
1850,-87.5,240.6,0.0306
1850,-87.5,241.9,0.0307
1850,-87.5,243.1,0.0307
1850,-87.5,244.4,0.0308
1850,-87.5,245.6,0.0309
1850,-87.5,246.9,0.0309
1850,-87.5,248.1,0.031
1850,-87.5,249.4,0.031
1850,-87.5,250.6,0.0311
1850,-87.5,251.9,0.0312
1850,-87.5,253.1,0.0312
1850,-87.5,254.4,0.0313
1850,-87.5,255.6,0.0313
1850,-87.5,256.9,0.0314
1850,-87.5,258.1,0.0314
1850,-87.5,259.4,0.0315
1850,-87.5,260.6,0.0252
1850,-87.5,261.9,0.0252
1850,-87.5,263.1,0.0252
1850,-87.5,264.4,0.0251
1850,-87.5,265.6,0.0251
1850,-87.5,266.9,0.0251
1850,-87.5,268.1,0.0251
1850,-87.5,269.4,0.0251
1850,-87.5,270.6,0.025
1850,-87.5,271.9,0.025
1850,-87.5,273.1,0.025
1850,-87.5,274.4,0.025
1850,-87.5,275.6,0.025
1850,-87.5,276.9,0.0249
1850,-87.5,278.1,0.0249
1850,-87.5,279.4,0.0249
1850,-87.5,280.6,0.0248
1850,-87.5,281.9,0.0242
1850,-87.5,283.1,0.0234
1850,-87.5,284.4,0.0226
1850,-87.5,285.6,0.0219
1850,-87.5,286.9,0.0213
1850,-87.5,288.1,0.0211
1850,-87.5,289.4,0.021
1850,-87.5,290.6,0.0208
1850,-87.5,291.9,0.0206
1850,-87.5,293.1,0.0205
1850,-87.5,294.4,0.0204
1850,-87.5,295.6,0.0204
1850,-87.5,296.9,0.0204
1850,-87.5,298.1,0.0204
1850,-87.5,299.4,0.0204
1850,-87.5,300.6,0.0203
1850,-87.5,301.9,0.0203
1850,-87.5,303.1,0.0203
